! ------------ AirfoilInfo v1.01.x Input File ----------------------------------
! AeroElasticSE FAST driver
! line
! line
! ------------------------------------------------------------------------------
DEFAULT                  InterpOrd   ! Interpolation order to use for quasi-steady table lookup {1=linear; 3=cubic spline; "default"} [default=3]
1                        NonDimArea  ! The non-dimensional area of the airfoil (area/chord^2) (set to 1.0 if unsure or unneeded)
@"Coords_S822.dat"       NumCoords   ! The number of coordinates in the airfoil shape file. Set to zero if coordinates not included.
unused                   BL_file     ! The file name including the boundary layer characteristics of the profile. Ignored if the aeroacoustic module is not called.
2                        NumTabs     ! Number of airfoil tables in this file.  Each table must have lines for Re and Ctrl.
! ------------------------------------------------------------------------------
! data for table 1 
! ------------------------------------------------------------------------------
0.300000                 Re          ! Reynolds number in millions
0                        Ctrl        ! Control setting (must be 0 for current AirfoilInfo)
True                     InclUAdata  ! Is unsteady aerodynamics data included in this table? If TRUE, then include 30 UA coefficients below this line
!........................................
-2.298583                alpha0      ! 0-lift angle of attack, depends on airfoil.
8.888543                 alpha1      ! Angle of attack at f=0.7, (approximately the stall angle) for AOA>alpha0. (deg)
-9.495483                alpha2      ! Angle of attack at f=0.7, (approximately the stall angle) for AOA<alpha0. (deg)
1.000000                 eta_e       ! Recovery factor in the range [0.85 - 0.95] used only for UAMOD=1, it is set to 1 in the code when flookup=True. (-)
5.701267                 C_nalpha    ! Slope of the 2D normal force coefficient curve. (1/rad)
Default                  T_f0        ! Initial value of the time constant associated with Df in the expression of Df and f. [default = 3]
Default                  T_V0        ! Initial value of the time constant associated with the vortex lift decay process; it is used in the expression of Cvn. It depends on Re,M, and airfoil class. [default = 6]
Default                  T_p         ! Boundary-layer,leading edge pressure gradient time constant in the expression of Dp. It should be tuned based on airfoil experimental data. [default = 1.7]
Default                  T_VL        ! Initial value of the time constant associated with the vortex advection process; it represents the non-dimensional time in semi-chords, needed for a vortex to travel from LE to trailing edge (TE); it is used in the expression of Cvn. It depends on Re, M (weakly), and airfoil. [valid range = 6 - 13, default = 11]
Default                  b1          ! Constant in the expression of phi_alpha^c and phi_q^c.  This value is relatively insensitive for thin airfoils, but may be different for turbine airfoils. [from experimental results, defaults to 0.14]
Default                  b2          ! Constant in the expression of phi_alpha^c and phi_q^c.  This value is relatively insensitive for thin airfoils, but may be different for turbine airfoils. [from experimental results, defaults to 0.53]
Default                  b5          ! Constant in the expression of K'''_q,Cm_q^nc, and k_m,q.  [from  experimental results, defaults to 5]
Default                  A1          ! Constant in the expression of phi_alpha^c and phi_q^c.  This value is relatively insensitive for thin airfoils, but may be different for turbine airfoils. [from experimental results, defaults to 0.3]
Default                  A2          ! Constant in the expression of phi_alpha^c and phi_q^c.  This value is relatively insensitive for thin airfoils, but may be different for turbine airfoils. [from experimental results, defaults to 0.7]
Default                  A5          ! Constant in the expression of K'''_q,Cm_q^nc, and k_m,q. [from experimental results, defaults to 1]
0.000000                 S1          ! Constant in the f curve best-fit for alpha0<=AOA<=alpha1; by definition it depends on the airfoil. [ignored if UAMod<>1]
0.000000                 S2          ! Constant in the f curve best-fit for         AOA> alpha1; by definition it depends on the airfoil. [ignored if UAMod<>1]
0.000000                 S3          ! Constant in the f curve best-fit for alpha2<=AOA< alpha0; by definition it depends on the airfoil. [ignored if UAMod<>1]
0.000000                 S4          ! Constant in the f curve best-fit for         AOA< alpha2; by definition it depends on the airfoil. [ignored if UAMod<>1]
0.910647                 Cn1         ! Critical value of C0n at leading edge separation. It should be extracted from airfoil data at a given Mach and Reynolds number. It can be calculated from the static value of Cn at either the break in the pitching moment or the loss of chord force at the onset of stall. It is close to the condition of maximum lift of the airfoil at low Mach numbers.
-0.875133                Cn2         ! As Cn1 for negative AOAs.
Default                  St_sh       ! Strouhal's shedding frequency constant.  [default = 0.19]
0.000000                 Cd0         ! 2D drag coefficient value at 0-lift.
-0.071257                Cm0         ! 2D pitching moment coefficient about 1/4-chord location, at 0-lift, positive if nose up. [If the aerodynamics coefficients table does not include a column for Cm, this needs to be set to 0.0]
0.000000                 k0          ! Constant in the \hat(x)_cp curve best-fit; = (\hat(x)_AC-0.25).  [ignored if UAMod<>1]
0.000000                 k1          ! Constant in the \hat(x)_cp curve best-fit.  [ignored if UAMod<>1]
0.000000                 k2          ! Constant in the \hat(x)_cp curve best-fit.  [ignored if UAMod<>1]
0.000000                 k3          ! Constant in the \hat(x)_cp curve best-fit.  [ignored if UAMod<>1]
0.000000                 k1_hat      ! Constant in the expression of Cc due to leading edge vortex effects.  [ignored if UAMod<>1]
Default                  x_cp_bar    ! Constant in the expression of \hat(x)_cp^v. [ignored if UAMod<>1, default = 0.2]
Default                  UACutout    ! Angle of attack above which unsteady aerodynamics are disabled (deg). [Specifying the string "Default" sets UACutout to 45 degrees]
Default                  filtCutOff  ! Cut-off frequency (-3 dB corner frequency) for low-pass filtering the AoA input to UA, as well as the 1st and 2nd derivatives (Hz) [default = 20]
!........................................
! Table of aerodynamics coefficients
185                      NumAlf      ! Number of data lines in the following table
!    Alpha      Cl      Cd        Cm
!    (deg)      (-)     (-)       (-)
-1.80000000000000e+02  0.00000000000000e+00  1.00000000000000e-03  0.00000000000000e+00
-1.77928571428571e+02  3.79250000000001e-02  1.00000000000000e-03  8.28571428571434e-02
-1.75857142857143e+02  7.58500000000002e-02  1.00000000000000e-03  1.65714285714287e-01
-1.73785714285714e+02  1.13775000000000e-01  9.01669890895548e-03  2.48571428571428e-01
-1.71714285714286e+02  1.51700000000000e-01  2.26310984896001e-02  3.31428571428571e-01
-1.69642857142857e+02  1.89625000000000e-01  4.00133020961132e-02  3.95887091888554e-01
-1.67571428571429e+02  2.27550000000000e-01  6.10726687491617e-02  3.72032224842168e-01
-1.65500000000000e+02  2.65475000000000e-01  8.56993841723909e-02  3.48177357795781e-01
-1.63428571428571e+02  3.03400000000000e-01  1.13765034361655e-01  3.24322490749395e-01
-1.61357142857143e+02  3.41325000000000e-01  1.45123276299248e-01  3.00467623703009e-01
-1.59285714285714e+02  3.79250000000000e-01  1.79610602308507e-01  2.89382545329320e-01
-1.57214285714286e+02  4.17175000000000e-01  2.17047194054855e-01  3.02560065433756e-01
-1.55142857142857e+02  4.55100000000000e-01  2.57237861730955e-01  3.15737585538192e-01
-1.53071428571429e+02  4.93025000000000e-01  2.99973063518535e-01  3.28915105642628e-01
-1.51000000000000e+02  5.30950000000000e-01  3.45030000000000e-01  3.42092625747064e-01
-1.46642857142857e+02  5.51169972941408e-01  4.46320975315726e-01  3.58830203092713e-01
-1.42285714285714e+02  5.63692683403793e-01  5.54498736710562e-01  3.72296947153802e-01
-1.37928571428571e+02  5.66937658736955e-01  6.67072291593070e-01  3.86600405982457e-01
-1.33571428571429e+02  5.59972411821066e-01  7.81449839942584e-01  4.01827136278770e-01
-1.29214285714286e+02  5.42357872564094e-01  8.94998571051829e-01  4.16636602250991e-01
-1.24857142857143e+02  5.14064258664169e-01  1.00510540341671e+00  4.29549412204617e-01
-1.20500000000000e+02  4.75417974213791e-01  1.10923726569207e+00  4.42462222158243e-01
-1.16142857142857e+02  4.27061776651513e-01  1.20499952724779e+00  4.50691816690006e-01
-1.11785714285714e+02  3.69919741389448e-01  1.29019122959923e+00  4.58314327741157e-01
-1.07428571428571e+02  3.05162897247873e-01  1.36285584386323e+00  4.61823153317791e-01
-1.03071428571429e+02  2.34173599264003e-01  1.42132638269885e+00  4.62475252870455e-01
-9.87142857142857e+01  1.58507893942282e-01  1.46426382554733e+00  4.60790609274030e-01
-9.43571428571428e+01  7.98558190016101e-02  1.49068797037672e+00  4.53523745932562e-01
-9.00000000000000e+01  6.42939569552360e-17  1.50000000000000e+00  4.46256882591093e-01
-8.56428571428572e+01 -7.98558190016101e-02  1.49068797037672e+00  4.30481072806426e-01
-8.12857142857143e+01 -1.58507893942282e-01  1.46426382554733e+00  4.14705263021758e-01
-7.69285714285714e+01 -2.34173599264003e-01  1.42132638269885e+00  3.94671672959490e-01
-7.25714285714286e+01 -3.05162897247873e-01  1.36285584386323e+00  3.72855756269390e-01
-6.82142857142857e+01 -3.69919741389448e-01  1.29019122959923e+00  3.49468009084600e-01
-6.38571428571429e+01 -4.27061776651513e-01  1.20499952724779e+00  3.23816825987455e-01
-5.95000000000000e+01 -4.75417974213791e-01  1.10923726569207e+00  2.97978690874548e-01
-5.51428571428571e+01 -5.14064258664169e-01  1.00510540341671e+00  2.70698354497188e-01
-5.07857142857143e+01 -5.42357872564094e-01  8.94998571051829e-01  2.43418018119829e-01
-4.64285714285714e+01 -5.59972411821066e-01  7.81449839942584e-01  2.16500356942336e-01
-4.20714285714286e+01 -5.66937658736955e-01  6.67072291593070e-01  1.89662484308814e-01
-3.77142857142857e+01 -5.63692683403793e-01  5.54498736710562e-01  1.63450447418728e-01
-3.33571428571429e+01 -5.51169972941408e-01  4.46320975315726e-01  1.37805574171130e-01
-2.90000000000000e+01 -5.30950000000000e-01  3.45030000000000e-01  1.11012898335094e-01
-2.80714285714286e+01 -5.51125000000000e-01  3.25302142857143e-01  1.04481780789785e-01
-2.71428571428571e+01 -5.71300000000000e-01  3.05574285714286e-01  9.79506632444758e-02
-2.62142857142857e+01 -5.91475000000000e-01  2.85846428571429e-01  9.14195456991665e-02
-2.52857142857143e+01 -6.11650000000000e-01  2.66118571428571e-01  8.48884281538572e-02
-2.43571428571429e+01 -6.31825000000000e-01  2.46390714285714e-01  7.83573106085478e-02
-2.34285714285714e+01 -6.52000000000000e-01  2.26662857142857e-01  7.18261930632385e-02
-2.25000000000000e+01 -6.72175000000000e-01  2.06935000000000e-01  6.52950755179291e-02
-2.15714285714286e+01 -6.92350000000000e-01  1.87207142857143e-01  5.87639579726198e-02
-2.06428571428571e+01 -7.12525000000000e-01  1.67479285714286e-01  5.22328404273105e-02
-1.97142857142857e+01 -7.32700000000000e-01  1.47751428571429e-01  3.81247762605180e-02
-1.87857142857143e+01 -7.52875000000000e-01  1.28023571428571e-01  6.96858219538846e-03
-1.78571428571429e+01 -7.73050000000000e-01  1.08295714285714e-01 -2.41876118697410e-02
